id_lattes,name,major_area,area,descendants,fecundity,fertility,cousins,generations,relationships,genealogical_index
8167564974721724,j d d l d silveira,ciencias sociais aplicadas,direito,1,1,0,115,1,1,0
417073418822973,p d m pimenta,engenharias,engenharia civil,256,53,13,0,3,258,7
9388815026024019,p l d o c neto,ciencias exatas e da terra,probabilidade e estatística,447,51,8,0,4,448,7
9042913485432336,l m teixeira,ciencias biologicas,microbiologia,281,50,13,0,4,288,6
4348039844286290,t m malatian,ciencias humanas,história,85,34,5,854,3,85,4
6380901014170084,s j papini,ciencias da saude,nutrição,8,8,0,168,1,8,0
8312780135209674,j f m valls,ciencias biologicas,botânica,120,36,7,0,3,122,5
10428561,n ludovicu,,,1,1,0,0,1,1,0
5148511359824956,c c d castro,ciencias biologicas,botânica,18,17,1,417,2,18,1
1035237489185642,y fukuda,ciencias da saude,medicina,473,42,17,355,5,475,11
8658366834342554,m i fini,ciencias humanas,educação,234,23,7,0,4,235,5
9329141996770630,h d b m segundo,ciencias sociais aplicadas,direito,33,20,1,74,2,33,1
9556738277476279,p p b d oliveira,ciencias exatas e da terra,ciência da computação,33,32,1,117,2,33,1
5969499799398310,a s v zenni,ciencias sociais aplicadas,direito,26,25,1,1784,2,26,1
33979153338712,l f f borges,ciencias humanas,educação,27,21,1,482,2,27,1
4433255561017291,h a l m ludke,ciencias humanas,educação,643,80,18,0,3,644,10
6096152327715163,w balera,ciencias sociais aplicadas,direito,357,183,20,1095,3,367,8
6966902133414732,a l e f valente,ciencias humanas,antropologia,92,30,5,105,3,92,4
3596726681015906,e m b d olinda,ciencias humanas,educação,34,25,2,1491,2,34,2
1625808359655687,m v d queiroz,ciencias biologicas,genética,58,40,5,174,2,58,3
7495379046463838,m v filho,ciencias agrarias,agronomia,40,40,0,0,1,40,0
2926951390021904,l rufato,ciencias agrarias,agronomia,34,32,1,140,2,34,1
8693383089089266,l h m porte,ciencias agrarias,ciência e tecnologia de alimentos,9,9,0,101,1,9,0
8948168068305523,s m p magina,ciencias humanas,educação,186,65,12,7,3,186,7
4736492722985042,n s rivano,ciencias sociais aplicadas,economia,9,9,0,0,1,9,0
132296692760157,a j demuner,ciencias exatas e da terra,química,42,33,5,240,2,42,2
7657863585902722,r m heck,ciencias da saude,enfermagem,17,17,0,129,1,17,0
4648392251476133,l h b braido,ciencias sociais aplicadas,economia,29,27,2,178,2,29,1
1146692067327886,e h maimone,ciencias humanas,psicologia,36,18,1,348,2,36,1
241790634008361,a t d sobrinho,ciencias humanas,antropologia,27,2,2,0,2,27,2
555712544320388,m t d c callado,ciencias humanas,filosofia,29,22,2,1359,2,29,1
5844575134227070,r h erdmann,ciencias sociais aplicadas,administração,196,83,10,439,3,196,6
8533685252674668,j d s travelho,engenharias,engenharia aeroespacial,43,14,6,0,2,43,3
1417663421283419,j f s menezes,ciencias agrarias,agronomia,12,12,0,404,1,12,0
8305853911817247,m machida,ciencias exatas e da terra,física,25,16,5,0,2,25,2
1977156622994347,j s d bem,ciencias sociais aplicadas,economia,9,9,0,32,1,9,0
7456235597127456,h i boudinov,ciencias exatas e da terra,física,37,24,3,0,2,38,2
3553707735604418,b e p d costa,ciencias da saude,medicina,15,15,0,424,1,15,0
9369928320175297,t j p penna,ciencias exatas e da terra,física,50,21,4,146,3,50,2
492925975883915,y levin,ciencias exatas e da terra,física,32,21,3,0,2,33,1
4573204809502881,r v d castro,ciencias humanas,psicologia,30,29,1,658,2,30,1
10184901,f p martins,,,1,1,0,0,1,1,0
6996978543675989,p l grande,ciencias exatas e da terra,física,25,14,4,31,2,25,2
10279077,j e s d mello,,,1,1,0,0,1,1,0
4935546409644223,m b d f lima,engenharias,engenharia de produção,11,11,0,1231,1,11,0
6415794638806102,a c massabni,ciencias exatas e da terra,química,163,18,10,183,3,163,6
6155504740983056,c a d m santos,ciencias da saude,farmácia,47,23,3,0,2,47,3
6607878241927702,p m santos,ciencias agrarias,zootecnia,16,14,1,32,2,16,1
2213084622235480,a j a mazzotti,ciencias humanas,educação,353,43,8,0,4,353,8
4296821710899356,a m h c d oliveira,ciencias sociais aplicadas,economia,32,24,3,68,2,32,2
69295328654698,n d m a silva,ciencias humanas,educação,24,23,1,197,2,24,1
2618516844013474,p s gumiero,ciencias humanas,educação,1,1,0,856,1,1,0
3526204582432479,k iha,ciencias exatas e da terra,química,79,54,4,433,3,81,1
10487577,r c block,,,1,1,0,0,1,1,0
9470963765065128,p r d almeida,ciencias humanas,sociologia,15,15,0,0,1,15,0
1464615574272190,t d j p fraxe,ciencias agrarias,agronomia,51,49,2,450,2,51,1
7330288730144585,r o castilho,ciencias da saude,farmácia,5,5,0,80,1,5,0
5926614370728576,p c coradi,ciencias agrarias,engenharia agrícola,7,6,1,314,2,7,1
10090300,c torralvo,,,1,1,0,0,1,1,0
6415761097808350,j d sayd,ciencias da saude,saúde coletiva,101,29,5,270,3,104,4
3273459917220196,a m d oliveira,ciencias biologicas,farmacologia,58,23,7,420,3,58,4
9207828747603506,v j berkenbrock,ciencias humanas,teologia,38,34,1,0,2,38,1
718187625853159,c d a urban,ciencias da saude,medicina,10,10,0,25,1,10,0
5164136570479532,a g barbosa,linguistica letras e artes,lingüística,5,5,0,37,1,5,0
128019591224851,o c d vale,ciencias da saude,medicina,1,1,0,53,1,1,0
6632717431740447,j m luyten,ciencias sociais aplicadas,comunicação,35,13,2,0,2,35,2
1782386890431709,t c d a jorge,ciencias biologicas,morfologia,151,34,8,861,4,152,6
3384032835913231,r m prado,ciencias humanas,antropologia,13,11,1,530,2,13,1
6653325962006463,f a forcellini,engenharias,engenharia de produção,249,107,14,534,3,250,7
8053622224381109,a h goncalves,ciencias agrarias,agronomia,4,4,0,14,1,4,0
9726601553271394,a j g soares,ciencias humanas,educação,176,47,10,508,4,176,6
2984516359414797,t d d martins,ciencias agrarias,zootecnia,14,14,0,67,1,14,0
6533801740375459,w c filho,ciencias exatas e da terra,ciência da computação,38,38,0,238,1,38,0
7666683358005843,a l d castro,ciencias humanas,antropologia,15,15,0,1057,1,15,0
6683327952822955,a s harada,ciencias humanas,educação,2,2,0,0,1,2,0
4458112055578708,e c p d santos,linguistica letras e artes,letras,9,9,0,153,1,9,0
1236573205554833,e m n palacios,ciencias da saude,medicina,84,36,3,223,3,84,3
1966593739628347,j wehba,ciencias da saude,medicina,334,16,4,0,5,338,4
5204014695557380,r baldissera,ciencias sociais aplicadas,comunicação,18,18,0,264,1,18,0
5832778223847349,m l v oliva,ciencias biologicas,bioquímica,60,43,2,30,2,60,1
6819610160280901,s b guimaraes,ciencias da saude,medicina,14,14,0,58,1,14,0
6812712541815164,s kramer,ciencias humanas,educação,501,73,22,34,5,504,13
1760145213009265,s j pesavento,ciencias humanas,história,410,68,23,190,4,420,10
2270068425571957,e d c melo,ciencias agrarias,engenharia agrícola,47,26,4,97,3,47,3
2276051145668551,j e b p pinto,ciencias agrarias,agronomia,618,69,15,0,5,626,11
2670652232575190,l pallestrini,ciencias humanas,arqueologia,480,13,8,0,5,488,6
2832525068543528,m h s d agostino,ciencias sociais aplicadas,arquitetura e urbanismo,43,16,4,0,2,43,2
9523516398079195,r t ens,ciencias humanas,educação,19,19,0,662,1,19,0
2217603411366219,f j m rueda,ciencias humanas,psicologia,13,13,0,68,1,13,0
857879689626098,c a b d aquino,ciencias humanas,psicologia,33,33,0,55,1,33,0
3803335892269540,n s d silva,ciencias humanas,psicologia,15,15,0,754,1,15,0
5370065742890198,c c d s c paz,ciencias da saude,fisioterapia e terapia ocupacional,4,4,0,380,1,4,0
1643482848844538,r l d o chishman,linguistica letras e artes,lingüística,32,25,2,737,2,32,1
4869175984665378,m l andreazza,ciencias humanas,história,83,18,2,30,4,83,2
1274576504807624,a l d amorim,ciencias biologicas,morfologia,1,1,0,27,1,1,0
2430916346716189,m d l b gomes,engenharias,engenharia de produção,85,51,3,948,2,85,2
7551488096449640,e m r reis,ciencias biologicas,bioquímica,14,14,0,446,1,14,0
7954290513228454,c g chai,ciencias sociais aplicadas,direito,8,8,0,796,1,8,0
1497269209026542,e l favero,ciencias exatas e da terra,ciência da computação,47,38,3,78,2,47,2
2210612640849087,p e arantes,ciencias humanas,filosofia,527,36,17,0,4,533,9
2256328599939923,m m povoa,ciencias biologicas,parasitologia,127,49,8,0,3,128,3
9446910443523817,l m q c d fonseca,ciencias biologicas,ecologia,25,17,1,0,2,25,1
4513443931044151,d b diniz,ciencias da saude,nutrição,9,9,0,150,1,9,0
323008945925363,m a g d m reinaldo,linguistica letras e artes,lingüística,22,22,0,69,1,22,0
8555352444875883,l h a rodrigues,ciencias exatas e da terra,ciência da computação,15,14,1,489,2,15,1
2246120528280389,a m solon,ciencias sociais aplicadas,direito,121,47,4,0,3,122,3
1799032580483878,h ribeiro,ciencias sociais aplicadas,direito,31,29,2,1160,2,31,1
8528629106397028,p i c d lira,ciencias da saude,nutrição,205,67,11,0,3,209,7
5798035148953676,h m a d castro,ciencias exatas e da terra,matemática,5,5,0,8,1,5,0
3209626125083904,l k m d oliveira,ciencias humanas,educação,17,17,0,1296,1,17,0
9413606062591307,c f d a junior,ciencias exatas e da terra,ciência da computação,26,25,1,49,2,26,1
8311235086213696,a u r fernandes,ciencias da saude,odontologia,6,6,0,326,1,6,0
2465461893697741,c a e garcia,ciencias exatas e da terra,oceanografia,106,36,5,0,4,106,4
9285618173851125,m m s buitoni,ciencias humanas,geografia,24,23,1,209,2,24,1
9501017500294164,e h g ponsano,ciencias agrarias,ciência e tecnologia de alimentos,17,17,0,1308,1,17,0
2142254862025575,r f d santos,ciencias sociais aplicadas,administração,101,68,3,0,2,101,3
4950530398212920,a l b candeias,ciencias exatas e da terra,geociências,43,34,1,263,2,43,1
93760864518058,p a b d sampaio,engenharias,engenharia mecânica,37,13,2,54,2,40,2
9178546039848839,j s d r coimbra,ciencias agrarias,ciência e tecnologia de alimentos,72,37,3,789,2,73,2
687970662971808,m a t goncalves,ciencias humanas,antropologia,35,30,2,509,2,35,2
9202172197777351,d a rezende,ciencias sociais aplicadas,planejamento urbano e regional,72,41,5,155,2,72,3
5357838629068312,i d o silva,ciencias sociais aplicadas,direito,7,7,0,1094,1,7,0
6743398584430642,j f d silva,ciencias agrarias,agronomia,28,22,1,79,2,29,1
9538222408177042,d j teixeira,ciencias sociais aplicadas,administração,32,31,1,0,2,32,1
10336323,l g d paz,,,1,1,0,0,1,1,0
9577818173126430,s b rodrigues,ciencias sociais aplicadas,administração,716,75,18,0,3,719,12
7871345424315866,g d s santos,ciencias humanas,filosofia,3,3,0,1453,1,3,0
3241086317160213,j l m barbosa,ciencias exatas e da terra,matemática,311,19,7,20,5,316,6
5373491670322208,k h kienitz,engenharias,engenharia elétrica,70,46,4,117,2,70,2
4620650316029248,a c carciofi,ciencias agrarias,medicina veterinária,63,36,3,16,3,63,2
1275535624435246,r f l sparemberger,ciencias sociais aplicadas,direito,53,51,1,570,2,53,1
2252148601836019,m c d a f d souza,ciencias sociais aplicadas,economia,93,27,3,556,3,94,3
169869120306742,n c consoli,engenharias,engenharia civil,245,84,12,84,3,263,8
9428104044433109,p d b carvalho,ciencias sociais aplicadas,direito,2205,338,43,0,5,2278,17
6009592378453661,l m s a alves,ciencias humanas,psicologia,27,27,0,2277,1,27,0
9737026126460726,p t sano,ciencias biologicas,botânica,40,28,3,0,2,40,2
1647940900228987,c j b albuquerque,ciencias agrarias,agronomia,4,4,0,521,1,4,0
6177599878662418,a s moura,engenharias,engenharia civil,12,12,0,1246,1,12,0
4199390197375366,b d b teixeira,ciencias humanas,educação,44,36,3,275,2,44,2
6549414943861479,r c s muller,ciencias exatas e da terra,química,34,34,0,465,1,34,0
6666129914663018,m d lopes,ciencias agrarias,medicina veterinária,79,24,7,0,2,84,5
5610581984121401,n r c d oliveira,ciencias da saude,saúde coletiva,10,10,0,379,1,10,0
1775441236942704,f s lameiras,engenharias,engenharia de materiais e metalúrgica,31,27,2,0,2,31,2
10195388,f debuyst,,,606,2,2,0,5,609,2
1396815209817592,a p d souza,ciencias agrarias,agronomia,10,10,0,229,1,10,0
6975671584196709,r t f d freitas,ciencias agrarias,zootecnia,41,34,2,773,2,41,2
3025841917350594,k a n olivieri,ciencias da saude,odontologia,40,40,0,295,1,40,0
9104201992938700,p n s wong,ciencias exatas e da terra,matemática,3,2,1,0,2,3,1
4439575996103777,a l f d santos,ciencias humanas,educação,12,12,0,489,1,12,0
7869446125667959,c f a peralta,ciencias da saude,medicina,4,4,0,71,1,4,0
9912927649871374,c p pesce,engenharias,engenharia mecânica,68,20,5,14,3,70,3
3749681410286791,a m g pierin,ciencias da saude,,38,25,1,59,2,38,1
10225054,h h g d mattos,,,15,1,1,0,2,15,1
451284088402660,c m d p marques,ciencias exatas e da terra,química,30,18,3,433,2,30,2
9807806156636449,e t palomari,ciencias biologicas,morfologia,18,8,1,117,2,18,1
5139765780779893,d d b c d silva,ciencias biologicas,ecologia,25,23,1,379,2,25,1
9165109840414837,a a cardoso,ciencias exatas e da terra,química,60,23,7,0,3,60,4
10230782,h gallardo,,,10,4,1,0,2,10,1
7017783192325647,s d v t junior,,,5,5,0,412,1,5,0
5265671173595770,a m m d silva,ciencias biologicas,farmacologia,51,24,4,28,2,52,3
6600425096998622,a n haas,linguistica letras e artes,artes,3,3,0,0,1,3,0
9100164825967718,l scheibe,ciencias humanas,educação,315,54,10,1787,4,317,6
1320281388219996,e a maccari,ciencias sociais aplicadas,administração,397,20,5,568,4,400,3
1968477845967720,m d n cunha,ciencias sociais aplicadas,comunicação,22,22,0,421,1,22,0
8768411033062300,v s m beraquet,ciencias humanas,educação,74,31,2,0,2,74,2
5760250954587366,m t c silva,ciencias agrarias,ciência e tecnologia de alimentos,15,8,2,71,2,15,2
8102580638435168,c v tovo,ciencias da saude,medicina,18,18,0,35,1,18,0
8901320181295016,r tori,ciencias sociais aplicadas,desenho industrial,96,28,3,273,3,96,3
9859511150127352,j p molin,ciencias agrarias,engenharia agrícola,55,42,4,0,2,55,2
1239530829485063,s c martini,engenharias,engenharia biomédica,43,23,1,251,2,43,1
7394219474074195,s m l gallo,linguistica letras e artes,lingüística,79,38,5,0,2,80,4
7293090235151230,e g sanches,ciencias biologicas,zoologia,7,7,0,181,1,7,0
3072606232109429,j d c machado,ciencias agrarias,agronomia,373,51,6,0,6,387,5
3154493426404704,m c zimmer,linguistica letras e artes,lingüística,33,25,4,131,2,33,2
10429668,n m d c alexandre,,,1,1,0,0,1,1,0
10463660,p s moreira,,,484,8,8,0,5,493,6
8871454632145848,h d o costa,ciencias humanas,ciência política,23,23,0,588,1,23,0
3300753172279436,l f m d moraes,engenharias,engenharia elétrica,72,60,1,0,2,72,1
3913946805965518,p r a nouer,ciencias da saude,odontologia,75,75,0,50,1,75,0
6518749034599659,r f c d andrade,ciencias sociais aplicadas,serviço social,6,6,0,563,1,6,0
9933875438761784,c a a torres,ciencias agrarias,medicina veterinária,754,75,23,0,6,763,10
447803593880168,a c giuliani,ciencias sociais aplicadas,administração,49,43,1,641,2,49,1
3899512933207687,m a d carvalho,ciencias humanas,educação,12,10,1,1787,2,12,1
9462923096505763,f a belo,engenharias,engenharia mecânica,77,34,5,58,3,77,3
4633694457560431,r m naveiro,engenharias,engenharia de produção,259,61,9,35,3,260,6
8739431159426389,c tsallis,ciencias exatas e da terra,física,359,48,15,0,4,367,9
10053972,a f r d t piza,,,37,1,1,0,4,38,1
7769639637061280,l m d ben,linguistica letras e artes,artes,52,25,3,87,2,52,2
1592783766193850,e f d m silvares,ciencias humanas,psicologia,248,49,13,1085,3,250,7
9865045321306211,m c p passos,ciencias humanas,educação,18,18,0,1542,1,18,0
9020432597145340,d i m munevar,ciencias humanas,educação,6,6,0,0,1,6,0
4470574323962701,o p r filho,ciencias agrarias,,17,11,1,486,2,17,1
9134156549907160,j o sampaio,ciencias sociais aplicadas,administração,17,17,0,160,1,17,0
3339176232763386,d rondina,ciencias agrarias,medicina veterinária,50,27,2,0,2,50,2
2504004088815780,l hentschke,linguistica letras e artes,artes,167,30,9,0,3,168,6
2342639430055150,l d o xavier,ciencias humanas,história,19,19,0,18,1,19,0
5630326001367219,j c d p junior,ciencias biologicas,parasitologia,18,16,1,198,2,18,1
10446015,p p o nogueira,,,2,1,1,0,2,2,1
4434150974210552,t c b d j deiro,ciencias da saude,nutrição,2,2,0,53,1,2,0
8128861308305034,v c pipolo,ciencias agrarias,agronomia,29,19,1,71,2,29,1
9643397552408265,j s farias,ciencias sociais aplicadas,administração,6,6,0,772,1,6,0
5424651831210420,j p d costa,engenharias,engenharia elétrica,6,6,0,119,1,6,0
1917359676356798,y a frateschi,ciencias humanas,filosofia,16,16,0,162,1,16,0
4829543404728309,w e n pereira,ciencias sociais aplicadas,economia,12,12,0,29,1,12,0
660263492919489,p r r soares,ciencias humanas,geografia,23,23,0,12,1,23,0
61972656195816,v d campos,ciencias exatas e da terra,geociências,4,4,0,289,1,4,0
9421437179062461,h e baeck,ciencias humanas,educação,16,16,0,462,1,16,0
2822083442350559,c r d d a mello,,,461,12,3,0,7,468,3
3313566012388328,e bim,engenharias,engenharia elétrica,47,19,5,0,3,48,3
3982102636233565,o m bruggemann,ciencias da saude,enfermagem,13,13,0,524,1,13,0
4558796258762790,l r w abramo,ciencias exatas e da terra,física,21,14,1,0,2,21,1
469655172816004,l limoli,linguistica letras e artes,lingüística,37,28,2,488,2,37,2
10470492,r r i llera,,,1,1,0,0,1,1,0
1957087099988521,c a gamero,ciencias agrarias,agronomia,276,31,11,576,4,278,8
3256062140638510,s m v castellar,ciencias humanas,geografia,141,52,9,0,3,141,6
10526146,s m bolton,,,1,1,0,0,1,1,0
4307976407499274,l e fachin,ciencias sociais aplicadas,direito,509,79,21,0,4,518,12
2081738892561567,a p d souza,,,23,21,1,1105,2,23,1
2003298427606382,j e d alves,ciencias sociais aplicadas,demografia,39,28,4,5,2,39,3
5242155242490047,a reguly,engenharias,engenharia de materiais e metalúrgica,163,93,7,319,2,163,4
4010182047075748,z m zapparoli,linguistica letras e artes,lingüística,72,19,3,1328,3,73,3
1966302105908347,e m d c trindade,ciencias humanas,história,80,20,4,0,3,81,4
161441613726404,f b d f rachid,engenharias,engenharia mecânica,20,20,0,313,1,20,0
10115074,c d lorenzo,,,1,1,0,0,1,1,0
2572300460729333,j p d gonzalez,ciencias exatas e da terra,física,59,13,4,0,4,61,2
7099315868609771,m d f b abdalla,ciencias humanas,educação,49,38,1,2741,3,49,1
5640513090267279,r a d assis,ciencias humanas,educação,595,24,6,0,6,596,5
9916129631759820,e c d vasconcelos,ciencias exatas e da terra,química,17,17,0,313,1,17,0
8726447605782301,i a d souza,ciencias biologicas,farmacologia,53,40,3,0,2,53,3
6936108885268862,e a p cesse,ciencias da saude,saúde coletiva,38,31,2,72,2,38,2
10401788,m spring,,,9,2,1,0,2,9,1
6303435255974589,s d o c rangel,ciencias humanas,educação,15,15,0,407,1,15,0
1717412318563908,p f d a filho,ciencias exatas e da terra,química,26,22,1,15,2,26,1
693956155711619,l a v arana,ciencias agrarias,recursos pesqueiros e engenharia de pesca,51,37,2,56,2,51,2
6454462192267798,m a d silveira,ciencias agrarias,agronomia,16,14,1,75,2,16,1
6442201572676110,o resende,ciencias agrarias,engenharia agrícola,25,19,2,332,2,25,2
3125269649173653,w m a v kruger,ciencias biologicas,genética,7,7,0,28,1,7,0
7909136036269249,r n d c barbosa,ciencias sociais aplicadas,serviço social,17,16,1,627,2,17,1
6893272900174059,a zanardo,ciencias exatas e da terra,geociências,27,20,3,105,2,27,2
148772831660645,j d p b neto,ciencias sociais aplicadas,administração,56,56,0,50,1,56,0
6534805938502619,j a n queiroz,ciencias da saude,medicina,10,10,0,0,1,10,0
10493407,r c bassarnezi,,,1,1,0,0,1,1,0
4448656240961492,f f garboggini,ciencias biologicas,microbiologia,10,10,0,1252,1,10,0
5928642262310965,m a b fonseca,linguistica letras e artes,letras,69,24,4,0,3,69,3
7572366766177648,l t kubota,ciencias exatas e da terra,química,247,54,14,183,3,248,9
1163781303680223,j t c napimoga,ciencias da saude,odontologia,15,15,0,85,1,15,0
10015906,a kacelnik,,,1,1,0,0,1,1,0
9883481342993584,p a pereira,ciencias humanas,educação,46,46,0,291,1,46,0
10109330,c h e ribbeck,,,1,1,0,0,1,1,0
56681206784322,o a b d silva,ciencias sociais aplicadas,direito,180,28,7,0,3,181,6
8359047427445402,a k correa,ciencias da saude,enfermagem,13,13,0,1003,1,13,0
3381371209712524,l d c fagundes,ciencias humanas,psicologia,256,55,18,216,3,259,9
10313596,l barbosa,,,1,1,0,0,1,1,0
8999535447828760,p p balestrassi,ciencias exatas e da terra,probabilidade e estatística,65,32,2,259,3,66,1
9755128186799177,m p grossi,ciencias humanas,antropologia,224,62,16,0,4,224,8
4861670088127572,m ristum,ciencias humanas,psicologia,26,21,1,483,2,26,1
2705297606283605,r f m d barros,ciencias biologicas,botânica,27,27,0,428,1,27,0
422737181917459,i moreira,ciencias agrarias,zootecnia,32,20,3,199,2,32,2
9720274214573371,e l silva,engenharias,engenharia química,84,37,3,826,2,84,3
3761718736777602,j r p veronese,ciencias sociais aplicadas,direito,136,41,6,41,3,137,4
3857487715990801,s c d s brandao,linguistica letras e artes,letras,55,30,5,558,2,55,4
6875731821669654,o h yamamoto,ciencias humanas,educação,131,30,7,1293,3,133,6
8968483294142013,c f r geyer,ciencias exatas e da terra,ciência da computação,244,66,13,0,3,247,8
3247069483258629,l c nascimento,ciencias da saude,enfermagem,23,20,2,628,2,23,1
1147850440799616,o v b filho,ciencias humanas,sociologia,9,9,0,284,1,9,0
9522323853810603,m a mestriner,ciencias biologicas,genética,1227,23,14,0,5,1254,10
4632320002161365,a a soares,ciencias agrarias,engenharia agrícola,268,47,13,47,3,269,7
10326392,l santini,,,2,1,1,0,2,2,1
2571604228113664,a d r figueira,ciencias agrarias,agronomia,62,40,6,0,3,62,2
409054606269054,m a m d carvalho,ciencias agrarias,medicina veterinária,91,32,6,0,3,91,4
1252685026530007,l h b junior,,,27,27,0,684,1,27,0
5207353654687322,m a d rezende,ciencias exatas e da terra,física,21,12,2,302,2,21,2
10162740,e r rubira,,,1,1,0,0,1,1,0
5677099044272789,r c d freitas,ciencias sociais aplicadas,direito,19,19,0,447,1,19,0
9317499005247273,r goitein,ciencias exatas e da terra,oceanografia,111,29,6,151,3,111,6
9661213429808142,r s s esquinsani,ciencias humanas,educação,23,23,0,493,1,23,0
8870556978317000,v l d tomazella,ciencias exatas e da terra,probabilidade e estatística,18,16,1,173,2,18,1
8977816806473448,e m lapolli,engenharias,engenharia de produção,445,156,12,119,3,447,8
3067875155143249,b b schmidt,ciencias humanas,história,52,26,5,62,2,52,3
6415383294641273,s h ferreira,ciencias biologicas,farmacologia,1296,45,24,0,5,1326,13
5050119448764884,f p m oliveira,ciencias sociais aplicadas,direito,17,17,0,0,1,17,0
2476843545735678,m s paez,ciencias exatas e da terra,probabilidade e estatística,6,6,0,55,1,6,0
6204685444781546,r epsztejn,engenharias,engenharia de produção,11,11,0,556,1,11,0
3405503472010994,a s d silva,ciencias exatas e da terra,ciência da computação,31,31,0,151,1,31,0
706396442417351,j a f d filho,ciencias biologicas,ecologia,213,59,18,54,3,214,8
8453946212159478,j l porsani,ciencias exatas e da terra,geociências,87,22,3,87,3,87,3
6405066726523936,d m d m queiroz,ciencias da saude,medicina,100,37,8,0,2,103,5
7612322297457083,j m p caldas,ciencias humanas,sociologia,100,13,4,0,3,100,2
546134611213515,l d pereira,ciencias da saude,fonoaudiologia,76,48,3,429,2,76,2
1416021208462821,e e jeunon,ciencias sociais aplicadas,administração,83,83,0,567,1,83,0
353487063215005,e j romanelli,ciencias biologicas,fisiologia,125,61,6,0,3,125,4
6007670556234119,l j lauand,ciencias humanas,educação,63,38,5,0,4,63,3
378037993390069,c a marroni,ciencias da saude,medicina,26,25,1,901,2,26,1
3491806982519658,s r loureiro,ciencias humanas,psicologia,128,44,8,0,3,128,5
3039048464195255,r yampolschi,linguistica letras e artes,artes,13,13,0,0,1,13,0
5769696618237368,e m d s soares,ciencias humanas,educação,21,21,0,1218,1,21,0
9954330400546507,c h sampaio,ciencias sociais aplicadas,administração,65,36,5,143,2,65,3
806064137922471,m a miglino,ciencias agrarias,medicina veterinária,470,119,35,78,4,482,10
6653898998670682,m m c d carvalho,ciencias humanas,história,876,41,20,0,4,891,13
10275858,j a m ramos,,,1,1,0,0,1,1,0
10391293,m a morales,,,1,1,0,0,1,1,0
1512717941866097,p f f rosa,ciencias exatas e da terra,ciência da computação,41,38,1,0,2,41,1
7399947651945314,m f d costa,engenharias,engenharia de materiais e metalúrgica,37,34,1,324,2,37,1
7442164171898567,m c bevilacqua,ciencias da saude,fonoaudiologia,186,61,9,0,3,187,7
2054623171764493,f c d q mello,ciencias da saude,medicina,34,33,1,568,2,34,1
10245125,j briat,,,245,1,1,0,4,248,1
2046473694108264,c v nunez,ciencias biologicas,biotecnologia,39,34,2,677,2,39,1
7710592985006508,a m v d carvalho,ciencias humanas,filosofia,96,41,6,867,2,98,4
8339253858368043,a c c a junior,ciencias da saude,odontologia,23,22,2,228,2,24,1
3314639624288740,m a c d nascimento,ciencias exatas e da terra,química,106,35,8,0,4,108,4
3935415679260682,s r granemann,ciencias sociais aplicadas,economia,32,25,1,0,2,32,1
4967482631977427,e c d s g donato,ciencias da saude,enfermagem,14,14,0,417,1,14,0
6263913436052996,h r hildebrand,linguistica letras e artes,artes,46,42,2,941,2,46,2
10490800,r e c benjamin,,,28,7,2,0,2,28,2
10563879,v penhune,,,1,1,0,0,1,1,0
4671633293124230,m d s c f alves,ciencias da saude,odontologia,117,29,10,254,3,117,7
4841497440452266,f taioli,ciencias exatas e da terra,geociências,27,21,2,0,2,27,1
3665611660713029,r g amaral,ciencias da saude,farmácia,25,21,1,404,2,25,1
2483389565992894,j u m d santos,ciencias biologicas,botânica,42,38,1,68,2,42,1
184060789032082,r r d silva,ciencias exatas e da terra,química,49,20,2,0,2,49,2
1301192311216355,l p mororo,ciencias humanas,educação,13,13,0,2413,1,13,0
3301596635014378,a koerner,ciencias humanas,ciência política,82,22,6,275,3,82,4
4744580649418084,r o d a e souza,ciencias da saude,odontologia,6,6,0,116,1,6,0
2815946827655352,a t r pozo,ciencias exatas e da terra,ciência da computação,80,37,8,40,2,80,4
9030367663083004,r t d carvalho,ciencias humanas,educação,18,17,1,62,2,18,1
7717393367009376,l b d vasconcelos,ciencias exatas e da terra,química,5,5,0,315,1,5,0
2857038940673415,a h d silva,ciencias humanas,educação,8,8,0,1951,1,8,0
3613664703389917,b q villardi,ciencias sociais aplicadas,administração,27,27,0,344,1,27,0
5788651334387181,r f d amorim,ciencias humanas,sociologia,77,71,2,1389,2,77,2
8318234683922126,m m guimaraes,ciencias da saude,medicina,113,50,8,0,3,113,3
4158841513358745,f e c cardoso,ciencias da saude,medicina,109,18,4,63,4,109,2
5580416721078802,s y motoike,ciencias agrarias,agronomia,77,39,4,216,3,77,3
1487610808390702,l l s silva,ciencias humanas,educação,9,9,0,779,1,9,0
4303393295131910,j a falk,ciencias sociais aplicadas,administração,84,61,2,0,3,84,1
8716845051198548,h s b d santos,ciencias exatas e da terra,probabilidade e estatística,4,4,0,312,1,4,0
9702181187226910,a r nahas,ciencias da saude,medicina,3,3,0,0,1,3,0
5032435058514515,j c d paiva,linguistica letras e artes,artes,71,61,1,0,2,71,1
4588786382435715,g e meneghello,ciencias agrarias,agronomia,61,61,0,267,1,61,0
5920783434014910,j n heck,ciencias humanas,filosofia,178,51,9,0,3,178,6
3307396716031157,s m d l hinrichsen,ciencias da saude,medicina,14,14,0,174,1,14,0
5088569652644480,n m botelho,ciencias da saude,medicina,16,16,0,419,1,16,0
10375871,m d l z sekeff,,,6,2,1,0,2,6,1
